# AD4898 current noise
# Hz, pA/sqrt(Hz)
1.0681241944499633, 9.824150155476808
1.6856691820847653, 8.395578619995106
3.8321580904052825, 6.352898720447635
7.5590572645281515, 5.108700018336674
15.062435505367198, 4.046174222844815
36.761201396641916, 3.046242317285692
76.2835063912733, 2.670098253542673
242.33277372104916, 2.512523147554484
591.4344925554699, 2.4372578955207986
3558.762349485599, 2.412673888954139
36279.838544759456, 2.4004750323485227
60846.55849201581, 2.424934738332219
